No,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,Manufacture Date
3294,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,7.80 Lakh,"2,05,479 kms",Diesel,Manual,2nd Owner,2016,1248 cc,5 Seats,"July 22, 2016"
3295,Tata Nexon XMA AMT S,9.99 Lakh,"39,353 kms",Petrol,Automatic,1st Owner,2020,2755 cc,7 Seats,"September 06, 2020"
3296,Audi Q7 4.2 TDI quattro,17.26 Lakh,"80,087 kms",Diesel,Automatic,3rd Owner,2011,1950 cc,5 Seats,"November 04, 2011"
3297,Kia Sonet HTX Turbo iMT,10.62 Lakh,"14,067 kms",Petrol,Manual,1st Owner,2021,1462 cc,5 Seats,"January 23, 2021"
3298,Maruti Baleno Delta,6.69 Lakh,"13,341 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats,"November 09, 2021"
3299,Hyundai i20 Active 1.4 SX,5.74 Lakh,"59,326 kms",Diesel,Manual,2nd Owner,2017,1798 cc,5 Seats,"July 20, 2017"
3300,Maruti Swift VDI BSIV,3.51 Lakh,"71,093 kms",Diesel,Manual,1st Owner,2014,1197 cc,5 Seats,"December 19, 2014"
3301,Toyota Fortuner 2.8 4WD AT BSIV,32 Lakh,"94,000 kms",Diesel,Automatic,1st Owner,2018,796 cc,7 Seats,"April 04, 2018"
3302,Mercedes-Benz E-Class Exclusive E 220d,74.75 Lakh,"13,000 kms",Diesel,Automatic,1st Owner,2021,1956 cc,5 Seats,"June 21, 2021"
3303,Maruti Ertiga ZXI Plus,9.46 Lakh,"29,267 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats,"December 21, 2019"
3304,Maruti Swift Dzire AMT VXI,7.16 Lakh,"9,695 kms",Petrol,Automatic,1st Owner,2019,1199 cc,5 Seats,"October 20, 2019"
3305,Toyota Corolla Altis G MT,8.83 Lakh,"49,470 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats,"December 02, 2016"
3306,Volkswagen Vento 1.2 TSI Highline AT,7.31 Lakh,"27,334 kms",Petrol,Automatic,1st Owner,2016,1186 cc,5 Seats,"November 11, 2016"
3307,Maruti Alto 800 LXI,2.68 Lakh,"35,275 kms",Petrol,Manual,1st Owner,2016,1497 cc,5 Seats,"January 22, 2016"
3308,Jeep Compass 2.0 Limited Plus AT,22.13 Lakh,"32,365 kms",Diesel,Automatic,1st Owner,2020,1497 cc,5 Seats,"August 08, 2020"
3309,Tata Hexa XT,10.21 Lakh,"57,366 kms",Diesel,Manual,1st Owner,2017,1199 cc,5 Seats,"July 24, 2017"
3310,Tata Altroz XZ,7.30 Lakh,"30,972 kms",Petrol,Manual,1st Owner,2020,1956 cc,7 Seats,"November 08, 2020"
3311,Jeep Compass 2.0 Sport,11.78 Lakh,"63,641 kms",Diesel,Manual,2nd Owner,2018,1248 cc,7 Seats,"January 10, 2018"
3312,Hyundai Grand i10 1.2 CRDi Sportz,5.20 Lakh,"36,171 kms",Diesel,Manual,1st Owner,2018,2179 cc,6 Seats,"July 05, 2018"
3313,Honda City i-VTEC CVT ZX,9.50 Lakh,"33,851 kms",Petrol,Automatic,1st Owner,2017,1373 cc,5 Seats,"January 10, 2017"
3314,Honda City i VTEC V,6.08 Lakh,"73,414 kms",Petrol,Manual,1st Owner,2015,1198 cc,5 Seats,"October 23, 2015"
3315,Tata Tiago 1.2 Revotron XZ,4.31 Lakh,"65,938 kms",Petrol,Manual,1st Owner,2017,796 cc,5 Seats,"May 15, 2017"
3316,MG Hector Sharp Diesel MT,17.30 Lakh,"27,122 kms",Diesel,Manual,1st Owner,2020,1461 cc,7 Seats,"June 17, 2020"
3317,Maruti Baleno 1.3 Zeta,5.55 Lakh,"73,994 kms",Diesel,Manual,2nd Owner,2017,1497 cc,5 Seats,"February 25, 2017"
3318,Tata Safari Storme VX Varicor 400,7.69 Lakh,"65,779 kms",Diesel,Manual,1st Owner,2016,1493 cc,5 Seats,"September 04, 2016"
3319,Maruti Ertiga BSIV ZXI,7.86 Lakh,"51,239 kms",Petrol,Manual,1st Owner,2018,1396 cc,5 Seats,"December 07, 2018"
3320,Mahindra KUV 100 mFALCON G80 K4,3.66 Lakh,"70,222 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats,"September 03, 2017"
3321,Maruti Alto 800 VXI,4.12 Lakh,"3,415 kms",Petrol,Manual,1st Owner,2021,1086 cc,7 Seats,"July 26, 2021"
3322,Nissan Terrano XL Plus 85 PS,4.20 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2014,1199 cc,5 Seats,"August 15, 2014"
3323,Honda City 1.5 S AT,2 Lakh,"80,000 kms",Petrol,Automatic,3rd Owner,2008,2179 cc,5 Seats,"April 24, 2008"
3324,Mahindra Bolero Power Plus ZLX,6 Lakh,"1,50,000 kms",Diesel,Manual,1st Owner,2017,1199 cc,5 Seats,"March 07, 2017"
3325,Hyundai i20 Asta 1.4 CRDi,5.40 Lakh,"97,000 kms",Diesel,Manual,2nd Owner,2015,1248 cc,5 Seats,"September 15, 2015"
3326,Hyundai i10 Era,2.25 Lakh,"80,000 kms",Petrol,Manual,3rd Owner,2009,2967 cc,7 Seats,"June 06, 2009"
3327,Hyundai i10 Era,1.80 Lakh,"25,000 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats,"May 15, 2011"
3328,Volkswagen Polo Diesel Highline 1.2L,2.70 Lakh,"60,000 kms",Diesel,Manual,2nd Owner,2012,2494 cc,4 Seats,"December 21, 2012"
3329,Tata New Safari Dicor EX 4X2 BS IV,3.25 Lakh,"80,000 kms",Diesel,Manual,1st Owner,2013,1396 cc,5 Seats,"April 21, 2013"
3330,Chevrolet Beat LS,1.95 Lakh,"1,00,000 kms",Petrol,Manual,2nd Owner,2017,796 cc,5 Seats,"April 09, 2017"
3331,Maruti Swift Dzire VDI Optional,4.60 Lakh,"30,000 kms",Diesel,Manual,1st Owner,2015,2993 cc,5 Seats,"January 18, 2015"
3332,Porsche Cayenne Diesel,22 Lakh,"1,20,000 kms",Diesel,Automatic,2nd Owner,2011,1248 cc,5 Seats,"October 04, 2011"
3333,Maruti Swift VXI,2.10 Lakh,"1,10,000 kms",Petrol,Manual,4th Owner,2011,1197 cc,5 Seats,"February 18, 2011"
3334,Toyota Innova 2.5 VX (Diesel) 7 Seater,5.50 Lakh,"1,20,000 kms",Diesel,Manual,3rd Owner,2013,1461 cc,5 Seats,"June 05, 2013"
3335,Tata Indica eV2 LS,1.13 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2016,998 cc,4 Seats,"February 15, 2016"
3336,Maruti 800 Std,"35,000","80,000 kms",Petrol,Manual,2nd Owner,1999,1997 cc,5 Seats,"June 28, 1999"
3337,BMW X5 xDrive 30d Design Pure Experience 5 Seater,20 Lakh,"1,50,000 kms",Diesel,Automatic,1st Owner,2014,1997 cc,5 Seats,"February 12, 2014"
3338,Maruti Swift Dzire VDI,5.60 Lakh,"80,000 kms",Diesel,Manual,3rd Owner,2016,1248 cc,5 Seats,"July 07, 2016"
3339,Hyundai Xcent 1.2 VTVT E,3.94 Lakh,"10,000 kms",Petrol,Manual,1st Owner,2019,1582 cc,5 Seats,"April 07, 2019"
3340,Renault Duster 110PS Diesel RxL,4 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,"October 20, 2015"
3341,Maruti Wagon R VXI,5.60 Lakh,"5,000 kms",Petrol,Manual,1st Owner,2022,1248 cc,5 Seats,"December 20, 2022"
3342,BMW 5 Series 520i,9 Lakh,"90,000 kms",Petrol,Automatic,2nd Owner,2012,1086 cc,5 Seats,"February 16, 2012"
3343,Mahindra Thar LX 4-Str Hard Top AT,13.75 Lakh,"20,000 kms",Petrol,Automatic,1st Owner,2020,1462 cc,5 Seats,"November 27, 2020"
3344,Maruti Swift VDI BSIV W ABS,2.35 Lakh,"1,00,000 kms",Diesel,Manual,3rd Owner,2010,1086 cc,7 Seats,"August 06, 2010"
3345,Hyundai Verna 1.6 SX,3.65 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2013,2179 cc,5 Seats,"January 20, 2013"
3346,Honda City 1.5 GXI,1.30 Lakh,"90,000 kms",Petrol,Manual,4th Owner,2005,1193 cc,5 Seats,"August 22, 2005"
3347,Maruti Swift VXI,5.50 Lakh,"50,000 kms",Petrol,Manual,1st Owner,2017,1497 cc,5 Seats,"April 08, 2017"
3348,Maruti Ritz VDi,3 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2014,1998 cc,5 Seats,"January 03, 2014"
3349,Hyundai Santro Magna,4 Lakh,"3,700 kms",Petrol,Manual,1st Owner,2021,1582 cc,5 Seats,"August 27, 2021"
3350,Maruti Ciaz Zeta,9 Lakh,"15,000 kms",Petrol,Manual,1st Owner,2020,1197 cc,5 Seats,"February 17, 2020"
3351,Hyundai Santro Era,4.25 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2019,1798 cc,5 Seats,"April 08, 2019"
3352,Mahindra XUV500 W8 FWD,6.30 Lakh,"1,20,000 kms",Diesel,Manual,1st Owner,2013,1248 cc,5 Seats,"February 11, 2013"
3353,Tata Zest Revotron 1.2T XM,3.40 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2016,1399 cc,7 Seats,"May 11, 2016"
3354,Honda City 1.5 S MT,2.55 Lakh,"60,000 kms",Petrol,Manual,3rd Owner,2011,2982 cc,7 Seats,"May 18, 2011"
3355,Chevrolet Cruze LTZ,4.80 Lakh,"40,000 kms",Diesel,Manual,2nd Owner,2016,2179 cc,5 Seats,"August 26, 2016"
3356,Hyundai Verna 1.6 CRDI,2.90 Lakh,"1,10,000 kms",Diesel,Manual,3rd Owner,2011,998 cc,5 Seats,"March 03, 2011"
3357,Hyundai i10 Sportz,2.10 Lakh,"70,000 kms",Petrol,Manual,4th Owner,2011,1298 cc,5 Seats,"July 16, 2011"
3358,Skoda Superb 1.8 TSI MT,3 Lakh,"1,10,000 kms",Petrol,Manual,1st Owner,2011,796 cc,5 Seats,"May 17, 2011"
3359,Maruti Swift VDI BSIV,1.90 Lakh,"70,000 kms",Diesel,Manual,2nd Owner,2010,1497 cc,5 Seats,"July 10, 2010"
3360,Ford Figo Diesel EXI,1 Lakh,"80,000 kms",Diesel,Manual,2nd Owner,2011,1896 cc,7 Seats,"March 16, 2011"
3361,Toyota Fortuner 4x2 Manual,12.70 Lakh,"1,10,000 kms",Diesel,Manual,3rd Owner,2015,2179 cc,5 Seats,"July 14, 2015"
3362,Mahindra XUV500 W8 AWD,7 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2013,1498 cc,7 Seats,"December 14, 2013"
3363,Maruti Alto K10 VXI,2.85 Lakh,"70,000 kms",Petrol,Manual,1st Owner,2016,1956 cc,5 Seats,"April 21, 2016"
3364,Maruti Esteem Vxi,"80,000","1,20,000 kms",Petrol,Manual,2nd Owner,2007,1591 cc,5 Seats,"October 22, 2007"
3365,Maruti Alto LX,"98,900","15,000 kms",Petrol,Manual,1st Owner,2005,1461 cc,5 Seats,"April 07, 2005"
3366,Honda City 1.5 S Inspire,2.13 Lakh,"1,10,000 kms",Petrol,Manual,2nd Owner,2009,796 cc,7 Seats,"December 28, 2009"
3367,Skoda New Laura Ambiente 1.9 PD,1.50 Lakh,"1,20,000 kms",Diesel,Manual,2nd Owner,2007,2179 cc,5 Seats,"April 03, 2007"
3368,Tata Hexa XTA,10.80 Lakh,"80,000 kms",Diesel,Automatic,2nd Owner,2018,1198 cc,5 Seats,"July 10, 2018"
3369,Volkswagen Ameo 1.5 TDI Highline Plus 16,5.35 Lakh,"50,000 kms",Diesel,Manual,2nd Owner,2018,1498 cc,2 Seats,"May 12, 2018"
3370,Tata New Safari XZ Plus,20.65 Lakh,"35,000 kms",Diesel,Manual,1st Owner,2021,2523 cc,5 Seats,"April 05, 2021"
3371,Hyundai Verna VTVT 1.6 SX Option,8.75 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2019,796 cc,5 Seats,"March 07, 2019"
3372,Nissan Micra Diesel XV,2.66 Lakh,"1,10,000 kms",Diesel,Manual,2nd Owner,2013,2499 cc,5 Seats,"April 19, 2013"
3373,Maruti Alto LX,1.25 Lakh,"1,35,000 kms",Petrol,Manual,4th Owner,2009,1248 cc,7 Seats,"December 09, 2009"
3374,Mahindra XUV500 W8 FWD,5.25 Lakh,"90,000 kms",Diesel,Manual,2nd Owner,2013,2523 cc,5 Seats,"June 24, 2013"
3375,Honda Brio S MT,2.70 Lakh,"67,000 kms",Petrol,Manual,2nd Owner,2013,1298 cc,5 Seats,"June 22, 2013"
3376,Honda Amaze EX i-Dtech,2.50 Lakh,"90,000 kms",Diesel,Manual,3rd Owner,2014,1396 cc,5 Seats,"March 23, 2014"
3377,Mahindra Bolero Pik Up Extra Long CBC 1.7T,6.90 Lakh,"3,00,000 kms",Diesel,Manual,1st Owner,2019,1197 cc,5 Seats,"April 25, 2019"
3378,Maruti Alto LXi BSIII,1.35 Lakh,"50,000 kms",Petrol,Manual,2nd Owner,2008,1995 cc,5 Seats,"May 19, 2008"
3379,Isuzu D-Max S CAB,7.76 Lakh,"5,000 kms",Diesel,Manual,1st Owner,2022,1461 cc,5 Seats,"August 16, 2022"
3380,Maruti Swift Dzire VDI,4.25 Lakh,"1,00,000 kms",Diesel,Manual,2nd Owner,2014,1198 cc,5 Seats,"September 06, 2014"
3381,Mahindra Bolero SLE,3 Lakh,"1,10,000 kms",Diesel,Manual,3rd Owner,2011,998 cc,5 Seats,"September 14, 2011"
3382,Maruti Swift Dzire VXi,1.60 Lakh,"80,000 kms",Petrol,Manual,2nd Owner,2009,1498 cc,5 Seats,"September 22, 2009"
3383,Hyundai Creta 1.4 CRDi Base,8 Lakh,"78,000 kms",Diesel,Manual,1st Owner,2017,1396 cc,5 Seats,"November 13, 2017"
3384,Maruti Swift VXi BSIV,1.20 Lakh,"90,000 kms",Petrol,Manual,3rd Owner,2008,1586 cc,5 Seats,"January 23, 2008"
3385,BMW 3 Series 320d,3.75 Lakh,"1,00,000 kms",Diesel,Automatic,3rd Owner,2007,998 cc,5 Seats,"January 07, 2007"
3386,Mahindra Verito Vibe 1.5 dCi D6,2 Lakh,"1,36,000 kms",Diesel,Manual,2nd Owner,2013,1968 cc,5 Seats,"January 26, 2013"
3387,Honda CR-V MT With Sun Roof,6.50 Lakh,"1,36,000 kms",Petrol,Manual,3rd Owner,2012,999 cc,5 Seats,"October 16, 2012"
3388,Maruti Alto K10 VXI,3.25 Lakh,"40,000 kms",Petrol,Manual,1st Owner,2018,1493 cc,5 Seats,"July 15, 2018"
3389,Volkswagen Polo 1.5 TDI Highline,3.65 Lakh,"1,10,000 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,"April 19, 2015"
3390,Hyundai i20 Sportz 1.4 CRDi,3.10 Lakh,"70,000 kms",Diesel,Manual,3rd Owner,2014,999 cc,5 Seats,"April 21, 2014"
3391,Maruti SX4 Zxi with Leather BSIII,1.20 Lakh,"90,000 kms",Petrol,Manual,2nd Owner,2007,1061 cc,5 Seats,"May 02, 2007"
3392,Maruti Celerio VXI,3.35 Lakh,"60,000 kms",Petrol,Manual,1st Owner,2016,1995 cc,5 Seats,"June 18, 2016"
3393,Audi Q3 35 TDI Quattro Premium Plus,12.50 Lakh,"40,000 kms",Diesel,Automatic,4th Owner,2014,998 cc,5 Seats,"August 19, 2014"
3394,Hyundai Santro GLS I - Euro II,"65,000","1,47,000 kms",Petrol,Manual,1st Owner,2000,1248 cc,5 Seats,"September 06, 2000"
3395,Hyundai Creta SX Opt Knight Diesel AT DT,20 Lakh,"20,000 kms",Diesel,Automatic,1st Owner,2021,999 cc,5 Seats,"April 24, 2021"
3396,Maruti Baleno Zeta,7.10 Lakh,"20,000 kms",Petrol,Manual,1st Owner,2021,1197 cc,5 Seats,"January 02, 2021"
3397,Renault KWID 1.0 RXT,2.70 Lakh,"35,000 kms",Petrol,Manual,1st Owner,2017,1956 cc,5 Seats,"October 16, 2017"
3398,Maruti Wagon R LXI BSIII,"95,000","60,000 kms",Petrol,Manual,1st Owner,2005,1197 cc,5 Seats,"July 26, 2005"
3399,BMW X1 sDrive 18i,8 Lakh,"1,00,000 kms",Petrol,Automatic,2nd Owner,2011,1197 cc,5 Seats,"September 02, 2011"
3400,Maruti Alto K10 VXI AMT,3.50 Lakh,"25,000 kms",Petrol,Automatic,2nd Owner,2017,1248 cc,5 Seats,"April 15, 2017"
3401,Maruti Swift VDI BSIV,2.40 Lakh,"60,000 kms",Diesel,Manual,1st Owner,2015,1968 cc,5 Seats,"July 18, 2015"
3402,Renault KWID 1.0 RXT Optional AT 2016-2019,3.09 Lakh,"45,095 kms",Petrol,Automatic,1st Owner,2017,1248 cc,5 Seats,"October 07, 2017"
3403,Toyota Etios Liva G,2.04 Lakh,"30,056 kms",Petrol,Manual,2nd Owner,2011,814 cc,7 Seats,"November 06, 2011"
3404,Tata Harrier XT,15.42 Lakh,"32,638 kms",Diesel,Manual,1st Owner,2021,2967 cc,5 Seats,"April 07, 2021"
3405,Maruti Ignis Sigma,4.89 Lakh,"21,513 kms",Petrol,Manual,1st Owner,2020,1798 cc,7 Seats,"August 20, 2020"
3406,Maruti Swift Dzire VXI,3.87 Lakh,"55,325 kms",Petrol,Manual,1st Owner,2015,2179 cc,5 Seats,"March 11, 2015"
3407,Maruti Swift Dzire LDi,1.48 Lakh,"1,63,043 kms",Diesel,Manual,3rd Owner,2009,1248 cc,5 Seats,"June 20, 2009"
3408,Audi A4 2.0 TDI,7.60 Lakh,"1,17,180 kms",Diesel,Automatic,3rd Owner,2011,1956 cc,7 Seats,"March 01, 2011"
3409,Maruti Swift VDI BSIV,3.01 Lakh,"1,56,932 kms",Diesel,Manual,3rd Owner,2014,2494 cc,5 Seats,"November 05, 2014"
3410,Hyundai EON Magna Plus,1.84 Lakh,"28,508 kms",Petrol,Manual,1st Owner,2013,1373 cc,5 Seats,"March 06, 2013"
3411,Audi Q7 3.0 TDI Quattro Premium Plus,11.02 Lakh,"86,594 kms",Diesel,Automatic,3rd Owner,2009,1197 cc,5 Seats,"November 04, 2009"
3412,Skoda Superb Elegance 1.8 TSI,5.11 Lakh,"61,090 kms",Petrol,Manual,2nd Owner,2011,1497 cc,5 Seats,"August 19, 2011"
3413,Mahindra Scorpio SLE 7S BSIII,3.70 Lakh,"2,95,392 kms",Diesel,Manual,1st Owner,2011,1197 cc,5 Seats,"December 14, 2011"
3414,Maruti Swift LDI,2.50 Lakh,"84,132 kms",Diesel,Manual,1st Owner,2012,1582 cc,7 Seats,"March 16, 2012"
3415,Jeep Compass 2.0 Limited Option 4X4,11.25 Lakh,"99,695 kms",Diesel,Manual,1st Owner,2017,2393 cc,5 Seats,"October 04, 2017"
3416,Toyota Innova 2.5 ZX Diesel 7 Seater,7.51 Lakh,"98,234 kms",Diesel,Manual,1st Owner,2014,1461 cc,7 Seats,"July 21, 2014"
3417,Maruti Ciaz VXi Plus,5.24 Lakh,"86,523 kms",Petrol,Manual,1st Owner,2016,1462 cc,5 Seats,"December 08, 2016"
3418,Hyundai i10 Sportz,2.27 Lakh,"76,974 kms",Petrol,Manual,2nd Owner,2012,1498 cc,7 Seats,"September 14, 2012"
3419,Honda City 1.5 S MT,2.13 Lakh,"1,12,308 kms",Petrol,Manual,3rd Owner,2008,2199 cc,5 Seats,"March 22, 2008"
3420,Maruti Swift Dzire VXI,2.92 Lakh,"42,278 kms",Petrol,Manual,1st Owner,2012,1451 cc,5 Seats,"February 27, 2012"
3421,Hyundai Creta 1.6 CRDi SX,8.29 Lakh,"65,308 kms",Diesel,Manual,1st Owner,2016,1248 cc,7 Seats,"November 20, 2016"
3422,Toyota Innova Crysta 2.4 ZX MT BSIV,14.99 Lakh,"83,519 kms",Diesel,Manual,1st Owner,2016,2499 cc,7 Seats,"November 15, 2016"
3423,Renault Duster 110PS Diesel RxZ,3.52 Lakh,"1,33,159 kms",Diesel,Manual,1st Owner,2013,1997 cc,5 Seats,"January 24, 2013"
3424,Maruti Ertiga CNG VXI,9.06 Lakh,"55,481 kms",Cng,Manual,1st Owner,2020,998 cc,7 Seats,"March 15, 2020"
3425,MG Astor Super CVT,12.27 Lakh,"7,046 kms",Petrol,Automatic,1st Owner,2021,1493 cc,5 Seats,"November 01, 2021"
3426,Kia Carnival Prestige,28.21 Lakh,"9,762 kms",Diesel,Automatic,1st Owner,2021,1248 cc,5 Seats,"March 02, 2021"
3427,MG Hector Sharp DCT,18.35 Lakh,"12,144 kms",Petrol,Automatic,1st Owner,2021,1248 cc,5 Seats,"October 02, 2021"
3428,Maruti SX4 S Cross Zeta DDiS 200 SH,6.86 Lakh,"1,17,585 kms",Diesel,Manual,1st Owner,2017,1120 cc,5 Seats,"January 13, 2017"
3429,Ford Endeavour 2.5L 4X2 MT,6.46 Lakh,"2,05,129 kms",Diesel,Manual,1st Owner,2014,1193 cc,5 Seats,"October 21, 2014"
3430,Mahindra Scorpio 1.99 S10,8.47 Lakh,"53,076 kms",Diesel,Manual,2nd Owner,2016,1498 cc,5 Seats,"June 02, 2016"
3431,Maruti Celerio VXI CNG BSIV,4.28 Lakh,"84,346 kms",Cng,Manual,1st Owner,2018,1968 cc,5 Seats,"August 19, 2018"
3432,Mahindra TUV 300 T8,5.01 Lakh,"97,865 kms",Diesel,Manual,1st Owner,2015,814 cc,5 Seats,"June 28, 2015"
3433,Maruti Swift VDI BSIV,2.07 Lakh,"89,807 kms",Diesel,Manual,1st Owner,2010,1396 cc,7 Seats,"September 04, 2010"
3434,Maruti Swift Dzire VDI,3.27 Lakh,"99,121 kms",Diesel,Manual,3rd Owner,2014,2199 cc,5 Seats,"May 02, 2014"
3435,Hyundai Grand i10 CRDi Magna,3.60 Lakh,"97,497 kms",Diesel,Manual,1st Owner,2016,1498 cc,5 Seats,"September 10, 2016"
3436,Tata Indigo GLX BS III,"90,316","48,863 kms",Petrol,Manual,1st Owner,2010,1364 cc,5 Seats,"January 13, 2010"
3437,Honda City i DTEC E,4.28 Lakh,"1,33,384 kms",Diesel,Manual,1st Owner,2014,1582 cc,5 Seats,"April 28, 2014"
3438,Audi A6 35 TDI Technology,10.59 Lakh,"94,235 kms",Diesel,Automatic,3rd Owner,2012,1248 cc,5 Seats,"November 25, 2012"
3439,Hyundai EON Magna Plus,2.46 Lakh,"26,995 kms",Petrol,Manual,1st Owner,2015,1461 cc,5 Seats,"January 07, 2015"
3440,Hyundai i20 Asta 1.4 CRDi,4.93 Lakh,"93,763 kms",Diesel,Manual,1st Owner,2015,998 cc,5 Seats,"December 12, 2015"
3441,Hyundai Santa Fe 4WD AT,9.38 Lakh,"1,33,491 kms",Diesel,Automatic,3rd Owner,2015,1197 cc,5 Seats,"February 23, 2015"
3442,Volkswagen Polo 1.5 TDI Highline,3.74 Lakh,"73,323 kms",Diesel,Manual,3rd Owner,2015,799 cc,5 Seats,"March 19, 2015"
3443,Toyota Etios Liva GD,3.87 Lakh,"1,41,059 kms",Diesel,Manual,2nd Owner,2015,1498 cc,5 Seats,"February 14, 2015"
3444,Hyundai Verna 1.6 CRDi EX MT,2.89 Lakh,"1,78,989 kms",Diesel,Manual,1st Owner,2011,1998 cc,5 Seats,"August 13, 2011"
3445,Maruti Swift Dzire VDI,3.68 Lakh,"1,29,195 kms",Diesel,Manual,1st Owner,2013,1968 cc,5 Seats,"July 19, 2013"
3446,Renault Duster 85PS Diesel RxL,3.16 Lakh,"73,331 kms",Diesel,Manual,2nd Owner,2013,1248 cc,5 Seats,"December 04, 2013"
3447,Maruti Celerio VXI,2.49 Lakh,"75,088 kms",Petrol,Manual,1st Owner,2014,998 cc,5 Seats,"January 27, 2014"
3448,Hyundai Grand i10 Magna,3.23 Lakh,"60,609 kms",Petrol,Manual,1st Owner,2015,1995 cc,5 Seats,"May 21, 2015"
3449,Renault KWID RXE,2.19 Lakh,"48,448 kms",Petrol,Manual,1st Owner,2015,998 cc,5 Seats,"October 27, 2015"
3450,Ford Ecosport 1.5 DV5 MT Titanium Optional,5.33 Lakh,"1,12,525 kms",Diesel,Manual,1st Owner,2015,1956 cc,7 Seats,"June 10, 2015"
3451,Chevrolet Cruze LT,2.66 Lakh,"97,095 kms",Diesel,Manual,3rd Owner,2012,2179 cc,5 Seats,"November 09, 2012"
3452,Audi A4 2.0 TDI,8.03 Lakh,"1,14,450 kms",Diesel,Automatic,3rd Owner,2013,998 cc,5 Seats,"April 26, 2013"
3453,Maruti Swift VDI BSIV,1.62 Lakh,"1,77,180 kms",Diesel,Manual,3rd Owner,2010,1497 cc,5 Seats,"December 07, 2010"
3454,Maruti Wagon R LXI CNG,2.59 Lakh,"1,22,702 kms",Cng,Manual,1st Owner,2016,1248 cc,5 Seats,"July 08, 2016"
3455,BMW 3 Series 320d,5.19 Lakh,"1,45,228 kms",Diesel,Automatic,1st Owner,2010,2993 cc,5 Seats,"July 21, 2010"
3456,Maruti Alto K10 2010-2014 VXI,1.44 Lakh,"11,026 kms",Petrol,Manual,1st Owner,2011,796 cc,5 Seats,"August 03, 2011"
3457,MG Hector Sharp Diesel MT,18.89 Lakh,"5,216 kms",Diesel,Manual,1st Owner,2022,1586 cc,5 Seats,"April 09, 2022"
3458,Tata Sumo MKII GX BS IV,2.78 Lakh,"39,732 kms",Diesel,Manual,1st Owner,2011,1248 cc,5 Seats,"March 03, 2011"
3459,Maruti Alto K10 VXI,3.61 Lakh,"26,360 kms",Petrol,Manual,1st Owner,2019,1462 cc,7 Seats,"April 15, 2019"
3460,Honda City V MT AVN,7.25 Lakh,"55,360 kms",Petrol,Manual,1st Owner,2017,2179 cc,5 Seats,"June 19, 2017"
3461,Maruti Swift Dzire LDI,2.97 Lakh,"1,01,417 kms",Diesel,Manual,2nd Owner,2015,1968 cc,5 Seats,"July 24, 2015"
3462,BMW 7 Series 730Ld,12.97 Lakh,"1,04,033 kms",Diesel,Automatic,3rd Owner,2010,1498 cc,5 Seats,"January 17, 2010"
3463,Maruti Alto LX,1.11 Lakh,"73,411 kms",Petrol,Manual,3rd Owner,2011,1199 cc,5 Seats,"October 22, 2011"
3464,Maruti SX4 Zxi BSIII,2.10 Lakh,"19,844 kms",Petrol,Manual,1st Owner,2008,1498 cc,5 Seats,"May 23, 2008"
3465,Maruti Swift VDI,3.30 Lakh,"1,07,497 kms",Diesel,Manual,1st Owner,2012,1995 cc,5 Seats,"February 22, 2012"
3466,Maruti Ciaz Delta BSIV,6.26 Lakh,"86,272 kms",Petrol,Manual,1st Owner,2018,1582 cc,5 Seats,"July 07, 2018"
3467,Tata Hexa XT,8.86 Lakh,"82,455 kms",Diesel,Manual,2nd Owner,2017,2143 cc,5 Seats,"July 22, 2017"
3468,Audi Q3 35 TDI Quattro Premium Plus,25.48 Lakh,"40,996 kms",Diesel,Automatic,1st Owner,2019,1462 cc,5 Seats,"June 03, 2019"
3469,Honda Amaze SX i-DTEC,3.56 Lakh,"1,82,628 kms",Diesel,Manual,1st Owner,2016,1197 cc,5 Seats,"December 28, 2016"
3470,Volkswagen Polo Diesel Comfortline 1.2L,1.92 Lakh,"80,615 kms",Diesel,Manual,4th Owner,2011,1197 cc,5 Seats,"October 23, 2011"
3471,Honda City i DTEC VX,5.29 Lakh,"1,19,391 kms",Diesel,Manual,1st Owner,2015,1497 cc,7 Seats,"June 25, 2015"
3472,BMW 3 Series 320d Sport Line,9.93 Lakh,"1,69,917 kms",Diesel,Automatic,3rd Owner,2012,2494 cc,5 Seats,"February 10, 2012"
3473,Hyundai Verna CRDi 1.6 AT SX Option,11.95 Lakh,"28,235 kms",Diesel,Automatic,2nd Owner,2020,796 cc,5 Seats,"April 08, 2020"
